name,status
Distorted Utopia,closed
Roomixer,operating
Squall,closed
FotoIN Mobile Corporation,operating
Local Media,operating
Barnraiser,closed
Vested Finance,closed
Dizkon,closed
Lumend,operating
Concordia Healthcare,operating
New Mexico Algae Production,operating
Earthineer,operating
Recurly,operating
SpinVox,operating
Elevaate,closed
ThermoEnergy,operating
Cocodrilo Dog,operating
Sjapper,operating
Greenhouse,operating
LogicNets,operating
AtlanteTrek,operating
23andMe,operating
Victorious Medical Systems,operating
140Fire,operating
HealthClinicPlus,operating
Amelox Incorporated,operating
Dragonpay,closed
Headout,closed
Routeware,operating
GoCoin,operating
Shoozy,operating
Orion Biopharmaceuticals,operating
Novomer,operating
Ricksoft Inc.,operating
eZ Systems,operating
Senseware,operating
Goonies,closed
WISErg,operating
Domainindex.com,operating
NeuroSigma,operating
ERLink,operating
gAuto,operating
Dabble,operating
ExecOnline,operating
RDV Systems,closed
Tropos Networks,closed
iCare Intelligence,closed
St. Louis Spine Center,operating
Ladies Who Launch,operating
Stryking Entertainment,closed
VPNgeist,closed
HeatMatrix,operating
Intensity Analytics Corporation,operating
SyCara Local,operating
cooked4U.com,closed
Spinlight Studio,operating
Birks & Mayors,operating
Press4Kids,operating
Kingdom Enterprise Systems,closed
GreenBiz Group,operating
bookletmobile,closed
Safe H2O Inc.,operating
Maxwell Technologies,operating
appweevr,operating
Noble Life Sciences,operating
Qorus Software,operating
Reputeka,operating
Geofusion,operating
Awaaz De,operating
Swapsee,operating
Interwise,operating
Alluring Logic,operating
Inveshare,operating
Runfaces,operating
WaitKnowMore,closed
"TransitScreen, Inc",operating
SunCoast Renewable Energy,operating
HS Pharmaceuticals,operating
KCMX Capital,operating
HubHuman,operating
Utrecht Manufacturing Corporation,operating
Savored,operating
Indoora,operating
ClickDelivery,operating
Logi-Serve,operating
KokoChi,operating
WemoLab,operating
Betaout,operating
TASS,closed
OdinOtvet,operating
VideoCare,operating
Capton,operating
Options Media Group Holdings,operating
Safety Changer,operating
Weebly,operating
BI2 Technologies,operating
Altierre,operating
NextNine - Industrial Strength Cyber Security,operating
Ma-Maria,closed
LiveQoS,operating
Crowdnetic,operating
Spotbros,operating
Circle 1 Network,operating
InTime Software,operating
MINGDAO.COM,operating
Dopios,operating
Lukkin,operating
Swoodoo,closed
Maison Academia,operating
Planet Prestige,operating
CatalystPharma,operating
Airrosti Rehab Centers,operating
Snowflake Youth Foundation,operating
Sierra Lifestyle,closed
Nanotronics Imaging,operating
The Activity Exchange (AchieveMint),operating
Avenir Medical,operating
InnoPath Software,closed
Carving Notions Technologies,operating
New Eagle Products,operating
HealthCare Partners,closed
Lectus Therapeutics,operating
Conatus Pharmaceuticals,operating
American Addiction Centers,operating
Q-Cells,operating
E-Drive Autos,operating
PayEase,operating
Shanghai Guanyi Software Science and Technology,closed
Bartesian,closed
Kingsoft Cloud,operating
MoEngage,operating
College Wingman,closed
Radius App,closed
CCBR-SYNARC,operating
WorkCompass,operating
Hachimenroppi,operating
Thought Network S.A.S,operating
Hailo,operating
Nexant,operating
clearmatics,closed
Frankis Solutions Limited,operating
"MachineShop, Inc",operating
FrameBuzz,operating
PathoQuest,operating
Mobius Therapeutics,operating
Finjan Holdings,operating
Dextro,operating
Exeo Entertainment,operating
Little1,operating
Falcon Social,operating
Dashboard Systems,closed
Cellwitch,operating
Baynetwork,operating
Aerob,operating
Ripple Technologies,operating
ishBowl,operating
codebender,operating
Moblico,operating
"Sphere (Spherical, Inc.)",operating
Fourdeg,closed
Enhanced Surface Dynamics,operating
M Lite Solution,operating
Datapipe,operating
InsightETE,operating
Knomo,operating
Trendient,closed
Healios K.K,operating
Master Route,operating
Clew,operating
BudgetSimple,operating
Work Market,operating
MyRugbyCV.Com,closed
Wizzgo,operating
Credit Benchmark,operating
unrival,operating
DeluxeBox,closed
Modiv Media,operating
GoHealth,operating
Energy and Power Solutions,operating
"Mind Pirate, Inc.",operating
Accio Energy,closed
"Project Fly, Inc.",closed
Shinesty,operating
Entrec,operating
NewBridge Pharmaceuticals,operating
MOG,closed
CollegeBrain,operating
Amadix,operating
Engineering Solutions & Products,operating
Ultreya Logistics,operating
Uni-Control,operating
Endeca,operating
The Electrospinning Company,operating
1000 Markets,operating
MeMed,operating
iRule,operating
Invoca,operating
Virgent Realty,closed
snapp.me,operating
Viralize,operating
BioSET,operating
InstallMonetizer,operating
Addiction Campuses of America,operating
Luqit,operating
Motion Engine,operating
Saluspot,operating
sarvaMAIL,operating
Lahore University of Management Sciences,operating
reBounces,operating
Loud Panda Interactive,operating
Social Media Networks,operating
Celtic Therapeutics Holdings,closed
Findersfee,operating
8fit - Fitness for the rest of us,operating
Filo,closed
Cogency Software,operating
Mohiomap,operating
Zoomaal,operating
ADVANCE DISPLAY TECHNOLOGIES,operating
Medstro,operating
FanXT,closed
Patent Safari,operating
Arago,operating
Mavrck,operating
Woppa,operating
Trip.Center,closed
Terra Pave International,operating
Reedsy,operating
Convoe,operating
StatusPage,operating
mSpot,closed
Fashion Metric,operating
Anchor Semiconductor,operating
Project Airplane,closed
Genotype Diagnostics,operating
Kinopto,closed
Cyzone,operating
Presidio Pharmaceuticals,operating
OrthoFi,operating
Guomai,operating
Adaptive Technologies,operating
Tapulous,operating
Bio2 Technologies,operating
Autogrid,operating
Lean Startup Machine,operating
Meraki,operating
Tissue Analytics,operating
StyleFactory,operating
The Online Backup Company,operating
Lizhi,operating
PBworks,operating
Riglobe (Revolution Wireless Global),closed
Pattypets,closed
Urjakart.com,operating
Earnix,operating
Celerica,operating
PowerCell Sweden,operating
Square1 Energy,operating
Molecular Biometrics,operating
Morningside Analytics,operating
PUSH Wellness,operating
LINKD,closed
CFRA,operating
Nimbix,operating
Searcheeze,operating
Compare88,closed
Vow,operating
Onex Communications,operating
GuardiCore,operating
BitX,operating
Kenshoo,operating
TradeSync,operating
SmApper Technologies,operating
Travel Appeal,operating
Campus Shift,operating
Orchestream,closed
Diabetes Care Group,operating
Nimbic,operating
Temicom,closed
Heartbeat,operating
Coda Automotive,operating
EuDecido,operating
Maintenance Assistant,closed
Three Rings,operating
Lendino,closed
Vanilla Breeze,operating
cortical.io,operating
Ventus Medical,operating
GlobalLab,operating
Belmont,operating
DFine,operating
MiserWare,operating
Plazes,closed
Acacia Pharma,operating
Lionical,operating
Analytics For Life,closed
Goodmail Systems,operating
Haozu.com,operating
Sutus,operating
Loffles,operating
VNG,operating
ThirdSpaceLearning,operating
Ubisense,operating
Digital Assent,operating
CodePicnic,closed
Growth Street,closed
Dealer Inspire,operating
Tophatter,operating
SavvyCard,operating
Dtex Systems,operating
earthmine,operating
AxioMx,operating
Phenom,operating
DaVinci Home Health Services,closed
Video Furnace,operating
Ark,operating
Payveris,operating
Ludesi,operating
WhereNet,operating
XACCT Technologies,closed
Jambo App,closed
MightyFingers,closed
Mitrol,closed
Doochoo,operating
SchoolStatus,operating
Eden Project,operating
LingoMotors,operating
Further,operating
VisOps Inc.,closed
ZillionTV,closed
Wireless Dynamics,operating
InfluxDB,operating
Transporeon,operating
CampusKudos,closed
Agenda Beleza,operating
TTCP Energy Finance Fund II,closed
ISD Corporation,operating
PeerLogix,operating
Continuum Care,closed
TechProcess Solutions,operating
GetPromotd,operating
Orb,operating
PasajeBus,closed
HexAirbot,operating
Codabox,closed
Prime Genomics,operating
Naldo,operating
Replise,operating
Medical Simulation,operating
Scoop,closed
Riffyn,closed
Zuu Online,operating
PF Changs,closed
Given.to,closed
AchaLa,operating
SocialMeterTV,operating
Gurushots,closed
Confabb,operating
UserZoom,operating
Stagend.com,operating
CLARED,operating
Ecora,closed
Appcues,operating
OfferIQ,operating
Ematic Solutions,operating
Whereoscope,operating
Calypto Design Systems,operating
Kiosked,operating
CorMedix,operating
FamilyApp,operating
Signal Data,operating
King Cayuga Vodka,closed
LikeIt.com,operating
Ometria,operating
Foomanchew.com,operating
Predemtec GmbH,closed
Essential Viewing,operating
Brainient,operating
Pieris AG,operating
FoxyTunes,closed
Octonius,operating
Mornin' Glory,operating
The Sea App,operating
Coguan Group,operating
eMar,operating
Abeome Corporation,closed
Scotrenewables Tidal Power,operating
Incline Therapeutics,operating
SkyDesks,operating
Ailvxing net,operating
InterviewJet,operating
Fairchild Industrial Products Company,operating
Poxel,operating
Genee,operating
VAL-PM Solutions,operating
TeleFun,operating
SpotBanks,closed
Cantargia,operating
BBB Technologies,closed
GenSight,operating
Amiare,operating
Local Market Launch,operating
Stamp.it,operating
Leap4Life Global,operating
SumAll,operating
Xenome,closed
CoupFlip,closed
Netkey,operating
Nickis.com,closed
Logz.io,operating
Matcherino,closed
Texxi,operating
Typesafe,operating
NY Slice,closed
Tandoorired gourmet chicken restaurant,operating
LionsGate Technologies (LGTmedical),operating
OneShift,closed
Healthy Humans,operating
Jaxtr,operating
Stronghold Technology,operating
Tails.com,operating
Applied Bioresearch,operating
Emida,operating
Catarizm,operating
EveryScreenMedia,operating
Immunicon (Now VERIDEX a Johnson & Johnson Co.),operating
Jolt,closed
Groopie,operating
Chimani,operating
Good Greens,operating
Conkwest,operating
Comparisim,operating
ConvertMedia,operating
Progeniq,operating
MenoGeniX,operating
CalReply,operating
CoPatient,operating
Softec Internet,operating
GiveMeSport,closed
Stimatix GI,operating
RoommateFit,operating
SquadMail,closed
Nordic Consumer Portals,operating
LeCab,operating
Provus Lab,operating
UCROO,operating
Blue Frog Robotics,operating
Little Black Bag,operating
Bellicum Pharmaceuticals,operating
"nCrowd, Inc.",operating
POPRAGEOUS,operating
infibond,operating
Emergent One,operating
TimePoints,operating
HiringSolved,operating
Hopela,operating
CurrencySpot,closed
DigiWidgets,closed
Image Space Media,operating
Burning Glass Technologies,operating
Edgewood Ave,operating
Sun BioPharma,operating
Stewart Group Holdings,operating
Panorics,operating
"Blink, Inc.",operating
Valor Capital Partners,closed
Shanghai Credit Information Services,operating
BlogHer,operating
Phantom Pay,operating
W. W. Norton & Company,operating
Sokanu,operating
Rowbot Systems,operating
TastyNow.com,operating
Fabelio,closed
"Entytle, Inc.",operating
Adept Cloud,operating
Huitongda,operating
Engana Pty,operating
S.A.C,closed
Laclede Group,operating
"Unitive, Inc",operating
CircleBack,operating
ChaoWIFI,operating
Spark,operating
Coach.me,operating
AppAnalytics,closed
Dekko,operating
Innovative Steam Technologies,operating
Merfac,operating
Ranovus,operating
Comfort Line,operating
Vubiquity,operating
Uvize,operating
3DMGAME,closed
Jibe Mobile,operating
Cutover,operating
International Telematics,operating
ComHear,operating
Glopho,operating
Stratfor,closed
3Nod,operating
American Dental Partners,operating
Baravento,operating
TeamDynamix,operating
AirDroids,operating
Cathartic.co,closed
Like.fm,closed
Remedy Pharmaceuticals,operating
Afferent Pharmaceuticals,operating
Cyphort,operating
Carboneyed,operating
Accompany,operating
MEPS Real-Time,operating
LearnZillion,operating
Unreel,operating
TheLocker,operating
Dogeo,operating
Keepy robot,closed
GramVaani,operating
Lumetrics,operating
Stockezy,operating
Sazze,operating
StudyCloud,operating
FoodFan,operating
Hireology,operating
Newswired,closed
Innara Health,operating
Shopatron,operating
Proonto,operating
Rebound Technologies,operating
Birdland Software,operating
E Ink Holdings,operating
Ostrovok,closed
Stemedica Cell Technologies,operating
Airgain,closed
Verxigo,closed
Stage One Film Pty Ltd,closed
G.I. Windows,operating
Reffpedia,closed
Phase Eight,operating
Planana,closed
Clicktivated,operating
High Tower Software,operating
"Ben Jen Online, LLC",operating
Arena Pharmaceuticals,operating
QX Corporation,operating
PACE Mechanical,closed
Stylesight,operating
SURECORE,closed
SandForce,operating
Neotropix,operating
Muse Robotics,closed
MobileVeda,operating
Birch Communications,closed
Apax Solutions,operating
DigitalPersona,operating
"LiftForward, Inc.",operating
EasyCopay,operating
HRBoss,operating
GOOM,operating
Broadcast.mobi,operating
Magenta ComputacÃ­on,operating
iDreamsky Technology,operating
CRISPR THERAPEUTICS,operating
Room,closed
"GLM.Co.,Ltd.",operating
Oxford BioTherapeutics,operating
TrovaGene,operating
Water Babies,operating
University of Maine,operating
OctoPlus,operating
Yedda,operating
QuinStreet,operating
Eyerim,closed
Intent,operating
Visicon Technologies,operating
LoopUp,operating
Twined,operating
"Airdog, Inc",operating
MagicRooms Solutions India (P)Ltd.,operating
Gamador,closed
MStar Semiconductor,closed
Todacell,operating
Instahealth,operating
Micro Interventional Devices,operating
AppsFlyer,operating
DP7 Digital,operating
Ripple Networks,operating
Wizard's Nation,operating
Loanbaba.com,closed
Ranker,closed
Multiwave Photonics,operating
OnetoOnetext,operating
OptuLink,operating
Alpen International,closed
Ryan,operating
Centrafuse,operating
Redline Trading Solutions,operating
Zoosk,operating
Trident University,operating
Yeahmobi,operating
LeadFire,closed
ChicBaby.com,operating
Livid Mobile,operating
Washio,operating
EqsQuest,closed
Bright.com,operating
Sidelines,operating
NetCom Systems,closed
Croak.it,operating
China Bank,operating
TuVox,operating
Cape Wind,operating
APPEK Mobile Apps,operating
Sentiment,operating
Evoke Pharma,operating
ICRTec,operating
import2,operating
Jingle Punks Music,operating
Streampipe.com,operating
Covalent Data,operating
Radario,operating
Lumiy,operating
FitnessManager,closed
Elastagen,operating
PHD Virtual Technologies,operating
Paciolan,operating
Hospital Services Limited,operating
Knex Telecom Limited,closed
Tintri,operating
SustainLane,operating
PosiGen Solar Solutions,operating
AYLIEN,operating
Island Club Brands,operating
CE2 Carbon Capital,operating
"Batzu Media, Inc.",operating
fitmeln,closed
York Space Systems LLC,closed
Picsean,closed
Serious,operating
Svpply,operating
Spottly,operating
PlastiPure,operating
IKOR METERING,operating
New Health Sciences,operating
Unomy,operating
Leaducate,operating
Relola,closed
Zoomi,operating
The Idle Man,operating
SuccessTSM,operating
Panamplify,closed
Away,closed
eParachute,operating
"Nectar Online Media, Inc. (nectarOM)",operating
Therion Biologics Corporation,operating
Jukedocs,operating
TRX Systems,operating
Adient Health,operating
